code,name,mapped_to,type,resolution,climate,ozone,radiation,photo_ox,pm,ht_nc,ht_c,acid,e_fw,e_m,e_t,ecotox,land,water,energy,mater,cc_bio,cc_fos,cc_luc
36022,"Poulet, pilon, cru","Chicken, drumstick, raw",,mapped,-0.0665,-0.5568,-0.162,-0.0608,-0.8045,-0.358,1.4894,0.9471,-0.6018,-0.3216,0.1999,2.9422,-0.6229,-18.2296,1.3971,-0.2933,1.102,-0.2868,-0.1999
36023,"Poulet, aile, viande et peau, cru","Chicken, wing, meat and skin, raw",,mapped,-0.0665,-0.5568,-0.162,-0.0608,-0.8045,-0.358,1.4894,0.9471,-0.6018,-0.3216,0.1999,2.9422,-0.6229,-18.2296,1.3971,-0.2933,1.102,-0.2868,-0.1999
36024,"Poulet, cuisse, viande, cru","Chicken, leg, meat, raw",,mapped,-0.0665,-0.5568,-0.162,-0.0608,-0.8045,-0.358,1.4894,0.9471,-0.6018,-0.3216,0.1999,2.9422,-0.6229,-18.2296,1.3971,-0.2933,1.102,-0.2868,-0.1999
36027,"Poulet, croquette panée ou nuggets","Chicken, nugget, breaded croquette",,mapped,-0.1175,-0.1824,-0.1687,0.1933,-0.6975,0.3939,0.9068,0.8936,-0.1556,-0.4194,0.231,3.6714,-0.5421,-16.7127,1.0458,-0.2448,0.3417,-0.1709,-0.0885
36029,"Poulet, poitrine, viande et peau, cru","Chicken, breast, meat and skin, raw",,mapped,-0.0828,-0.4918,-0.1694,-0.0269,-0.4822,-0.4667,1.7429,0.7196,0.3038,-0.1364,0.2689,2.8975,-0.5831,-18.2494,1.4068,-0.2951,1.2748,-0.2426,-0.2121
36030,"Poulet, cuisse, viande, bouilli/cuit à l'eau","Chicken leg, meat, boiled/cooked in water",,mapped,-0.197,-0.2171,0.2011,-0.091,-0.6475,-0.2928,1.4984,1.2253,-0.1075,-0.3067,0.2255,2.8079,-0.529,-18.4334,1.1945,-0.0901,0.8479,-0.2853,0.1475
36031,"Poulet, cuisse, viande et peau, bouilli/cuit à l'eau","Chicken, leg, meat and skin, boiled/cooked in water",,mapped,-0.197,-0.2171,0.2011,-0.091,-0.6475,-0.2928,1.4984,1.2253,-0.1075,-0.3067,0.2255,2.8079,-0.529,-18.4334,1.1945,-0.0901,0.8479,-0.2853,0.1475
36032,"Poulet, poitrine, viande et peau, rôti/cuit au four","Chicken, breast, meat and skin, roasted/baked",,mapped,-0.148,0.1132,0.3126,-0.0384,-0.5473,-0.4943,1.5883,0.9978,0.0881,-0.2703,0.2563,2.7634,-0.5614,-18.6083,1.1878,-0.1621,1.0855,-0.1535,0.1353
36033,"Poulet, aile, viande et peau, rôti/cuit au four","Chicken, wing, meat and skin, roasted/baked",,mapped,-0.197,-0.2171,0.2011,-0.091,-0.6475,-0.2928,1.4984,1.2253,-0.1075,-0.3067,0.2255,2.8079,-0.529,-18.4334,1.1945,-0.0901,0.8479,-0.2853,0.1475
36035,"Poulet, manchons marinés, rôtis/cuits au four","Chicken, marinated wing, roasted/baked",,mapped,-0.143,0.0635,0.0571,-0.1596,-0.2634,-0.4174,1.4734,0.7796,-0.1496,-0.2008,0.2625,2.9299,-0.5619,-18.3167,1.2571,-0.1158,0.9963,-0.1897,-0.0238
36036,"Poulet, escalope panée","Turkey, breaded escalope",,mapped,-0.2052,-0.3602,0.1804,-0.2087,-0.9274,-0.2533,2.1174,1.2742,-0.1866,-0.3414,0.2594,2.8031,-0.4526,-17.0754,1.1411,-0.1702,0.8308,-0.3064,0.1099
36050,"Chapon, viande et peau, cru","Capon, meat and skin, raw",,mapped,-0.0665,-0.5568,-0.162,-0.0608,-0.8045,-0.358,1.4894,0.9471,-0.6018,-0.3216,0.1999,2.9422,-0.6229,-18.2296,1.3971,-0.2933,1.102,-0.2868,-0.1999
36051,"Chapon, viande et peau, rôti/cuit au four","Capon, meat and skin, roasted/baked",,mapped,-0.197,-0.2171,0.2011,-0.091,-0.6475,-0.2928,1.4984,1.2253,-0.1075,-0.3067,0.2255,2.8079,-0.529,-18.4334,1.1945,-0.0901,0.8479,-0.2853,0.1475
36102,"Caille, viande et peau, cuite","Quail, meat and skin, cooked",,mapped,-0.197,-0.2171,0.2011,-0.091,-0.6475,-0.2928,1.4984,1.2253,-0.1075,-0.3067,0.2255,2.8079,-0.529,-18.4334,1.1945,-0.0901,0.8479,-0.2853,0.1475
36200,"Canard, viande et peau, rôti/cuit au four","Duck, meat and skin, roasted/baked",,mapped,-0.5228,-0.2421,-0.3429,-0.1256,-0.7206,-2.7469,3.2363,0.9652,-0.3336,-0.3185,0.309,1.2481,-0.7608,-15.3182,0.9414,-0.214,0.714,-0.2897,-0.0425
36201,"Canard, viande, crue","Duck, meat, raw",,mapped,-0.1378,0.1384,-0.1141,-0.2755,-0.6564,-2.7932,3.3315,0.8531,-0.3833,-0.2361,0.2584,1.3373,-0.7937,-15.3005,1.3093,-0.2262,0.7728,-0.2999,0.2342
36202,"Canard, viande, rôtie/cuite au four","Duck, meat, roasted/baked",,mapped,-0.5228,-0.2421,-0.3429,-0.1256,-0.7206,-2.7469,3.2363,0.9652,-0.3336,-0.3185,0.309,1.2481,-0.7608,-15.3182,0.9414,-0.214,0.714,-0.2897,-0.0425
36203,"Canard, cuisse avec peau, sans os, crue","Duck, leg, meat and skin, raw",,mapped,-0.1263,-0.3947,-0.252,-0.0978,-0.8599,1.2837,4.2201,0.6638,-0.2459,-0.4842,0.0267,2.9848,-0.5149,-6.4946,0.9525,-0.0007,0.2062,-0.2008,-0.4318
36204,"Canard, viande et peau, cru","Duck, meat and skin, raw",,mapped,-0.2113,0.1744,-0.1013,-0.2585,-0.5131,-2.6644,3.8996,1.3127,-0.4551,-0.3837,0.2673,1.1476,-0.8625,-16.0558,1.3456,-0.2824,0.3407,-0.4845,0.1858
36205,"Canard, magret, grillé/poêlé","Duck, magret, cooked in pan",,mapped,-0.1327,-0.2387,-0.0844,-0.4039,-1.0266,1.1446,5.792,0.7192,-0.3518,-0.2756,-0.0978,2.5234,-0.636,-6.8085,1.1202,-0.3957,0.2075,0.0092,-0.2791
36206,"Canard, magret, cru","Duck, breast fillet",,mapped,-0.1327,-0.2387,-0.0844,-0.4039,-1.0266,1.1446,5.792,0.7192,-0.3518,-0.2756,-0.0978,2.5234,-0.636,-6.8085,1.1202,-0.3957,0.2075,0.0092,-0.2791
36300,"Dinde, viande et peau, crue","Turkey, meat and skin, raw",,mapped,-0.0781,-0.1762,-0.0011,-0.2197,-0.5182,-0.3806,1.5789,1.255,-0.1334,-0.2268,0.2442,2.5622,-0.7103,-18.2687,1.3061,-0.0333,1.4376,-0.1432,-0.0952
36301,"Dinde, viande, crue","Turkey, meat, raw",,mapped,-0.0781,-0.1762,-0.0011,-0.2197,-0.5182,-0.3806,1.5789,1.255,-0.1334,-0.2268,0.2442,2.5622,-0.7103,-18.2687,1.3061,-0.0333,1.4376,-0.1432,-0.0952
36302,"Dinde, viande, rôtie/cuite au four","Turkey, meat, roasted/baked",,mapped,-0.1634,-0.2662,0.1375,0.0659,-0.7673,-0.2564,1.4579,1.1402,-0.2202,-0.1224,0.3086,2.5781,-0.5089,-18.3779,1.1799,-0.1145,1.3426,-0.2513,-0.1697
36304,"Dinde, escalope, crue","Turkey, escalope, raw",,mapped,-0.0828,-0.4918,-0.1694,-0.0269,-0.4822,-0.4667,1.7429,0.7196,0.3038,-0.1364,0.2689,2.8975,-0.5831,-18.2494,1.4068,-0.2951,1.2748,-0.2426,-0.2121
36305,"Dinde, cuisse, viande et peau, crue","Turkey, leg, meat and skin, raw",,mapped,-0.0665,-0.5568,-0.162,-0.0608,-0.8045,-0.358,1.4894,0.9471,-0.6018,-0.3216,0.1999,2.9422,-0.6229,-18.2296,1.3971,-0.2933,1.102,-0.2868,-0.1999
36306,"Dinde, escalope, sautée/poêlée","Turkey, escalope, sautéed/pan-fried, with salt",,mapped,-0.2106,0.1695,-0.1188,-0.1426,-0.7732,-0.3882,1.6926,0.869,-0.339,-0.2235,0.2657,2.753,-0.5137,-18.381,1.3719,-0.1999,1.118,-0.3093,-0.2472
36307,"Dinde, cuisse, viande sans peau, crue","Turkey, leg, meat only, raw",,mapped,-0.096,0.2397,-0.0667,-0.0903,-0.8151,-0.4596,1.4564,0.9391,0.2853,-0.3285,0.1969,2.9308,-0.6264,-18.2477,1.3443,-0.212,1.0997,-0.326,-0.2
36308,"Dinde, escalope, rôtie/cuite au four","Turkey, escalope, roasted/baked",,mapped,-0.148,0.1132,0.3126,-0.0384,-0.5473,-0.4943,1.5883,0.9978,0.0881,-0.2703,0.2563,2.7634,-0.5614,-18.6083,1.1878,-0.1621,1.0855,-0.1535,0.1353
36310,"Dinde, aile, crue","Turkey, wing, raw",,mapped,-0.0665,-0.5568,-0.162,-0.0608,-0.8045,-0.358,1.4894,0.9471,-0.6018,-0.3216,0.1999,2.9422,-0.6229,-18.2296,1.3971,-0.2933,1.102,-0.2868,-0.1999
36318,"Dinde, escalope viennoise ou milanaise ou escalope panée",Milanese-style turkey escalope or breaded veal escalope,,mapped,-0.1709,-0.3549,-0.3424,-0.2667,-0.6337,-0.0306,1.0479,1.0595,0.0749,-0.2511,0.3222,3.333,-0.4554,-17.5078,1.1491,0.022,0.8337,-0.2798,-0.0652
36402,"Faisan, viande, rôtie/cuite au four","Pheasant, meat, roasted/baked",,mapped,-0.197,-0.2171,0.2011,-0.091,-0.6475,-0.2928,1.4984,1.2253,-0.1075,-0.3067,0.2255,2.8079,-0.529,-18.4334,1.1945,-0.0901,0.8479,-0.2853,0.1475
36500,"Oie, viande crue","Goose, meat, raw",,mapped,-0.1653,-0.5432,-0.1482,-0.0233,-0.6652,-0.4872,2.1302,0.7151,0.2901,-0.1878,0.2082,2.6346,-0.4121,-19.4548,1.2485,0.0591,0.828,-0.2593,-0.2471
36501,"Oie, viande et peau, crue","Goose, meat and skin, raw",,mapped,-0.1653,-0.5432,-0.1482,-0.0233,-0.6652,-0.4872,2.1302,0.7151,0.2901,-0.1878,0.2082,2.6346,-0.4121,-19.4548,1.2485,0.0591,0.828,-0.2593,-0.2471
36502,"Oie, viande, rôtie/cuite au four","Goose, meat, roasted/baked",,mapped,-0.197,-0.2171,0.2011,-0.091,-0.6475,-0.2928,1.4984,1.2253,-0.1075,-0.3067,0.2255,2.8079,-0.529,-18.4334,1.1945,-0.0901,0.8479,-0.2853,0.1475
36503,"Oie, viande et peau, rôtie/cuite au four","Goose, meat and skin, roasted/baked",,mapped,-0.197,-0.2171,0.2011,-0.091,-0.6475,-0.2928,1.4984,1.2253,-0.1075,-0.3067,0.2255,2.8079,-0.529,-18.4334,1.1945,-0.0901,0.8479,-0.2853,0.1475
36602,"Pigeon, viande, rôtie/cuite au four","Pigeon, meat, roasted/baked",,mapped,-0.197,-0.2171,0.2011,-0.091,-0.6475,-0.2928,1.4984,1.2253,-0.1075,-0.3067,0.2255,2.8079,-0.529,-18.4334,1.1945,-0.0901,0.8479,-0.2853,0.1475
36700,"Pintade, crue","Guinea fowl, raw",,mapped,-0.0665,-0.5568,-0.162,-0.0608,-0.8045,-0.358,1.4894,0.9471,-0.6018,-0.3216,0.1999,2.9422,-0.6229,-18.2296,1.3971,-0.2933,1.102,-0.2868,-0.1999
36702,"Pintade, poitrine, crue","Guinea fowl, breast, raw",,mapped,-0.0828,-0.4918,-0.1694,-0.0269,-0.4822,-0.4667,1.7429,0.7196,0.3038,-0.1364,0.2689,2.8975,-0.5831,-18.2494,1.4068,-0.2951,1.2748,-0.2426,-0.2121
36703,"Pintade, cuisse, crue","Guinea fowl, leg, raw",,mapped,-0.0665,-0.5568,-0.162,-0.0608,-0.8045,-0.358,1.4894,0.9471,-0.6018,-0.3216,0.1999,2.9422,-0.6229,-18.2296,1.3971,-0.2933,1.102,-0.2868,-0.1999
37000,Base de pizza à la crème,cream sauce for pizza base,,mapped,-0.2063,-0.0396,-0.0398,-0.1276,-0.3317,0.2787,6.6405,-0.03,-0.3637,-0.1559,0.0383,5.0972,-0.0742,-16.3988,0.7299,-0.1752,-0.0492,0.1252,0.1132
37001,Pâte à pizza crue,"Pizza base, raw",,mapped,-0.419,-0.2752,0.0727,-0.2046,-1.8001,2.0014,4.0242,-0.0963,-0.1443,-0.577,-0.5837,9.5186,-0.6516,-6.5211,0.8316,-0.1717,0.1277,-0.1666,-7.0594
37002,Base de pizza tomatée,Tomato sauce for pizza base,,mapped,0.0087,-0.1927,-0.0004,-0.0413,-0.6134,0.9365,-0.7788,0.9027,0.1112,0.0581,0.3382,11.3901,0.0221,0.4467,1.1184,-0.0461,-0.0935,-0.4677,-0.3439
38104,Chips de crevette,Prawn crackers,,mapped,-2.8974,-0.1242,-0.0584,-0.2333,-0.5018,1.7932,3.6883,2.8299,-0.1332,-0.037,1.3498,8.3037,-0.1779,-91.3024,0.9034,0.0762,0.0694,-3.1942,-0.0955
38105,Chips de maïs ou tortilla chips,Corn chips or tortilla chips,,mapped,0.1528,-0.1633,0.0383,-0.0972,-2.1869,1.2285,9.7073,9.4452,-0.0688,0.1684,3.0102,7.8951,0.0375,2.114,1.3535,-0.1616,0.0992,0.1084,-0.2422
38106,"Biscuit apéritif soufflé, à base de pomme de terre","Puffed salty snacks, made from potato",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38107,"Biscuit apéritif, mini bretzel ou sticks","Salty snacks, mini pretzels or sticks",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38108,"Biscuit apéritif soufflé, à base de pomme de terre et de soja","Puffed salty snacks, made from potato and soy",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38400,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète","Puffed salty snacks, made from maize/corn, without peanuts",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38401,"Biscuit apéritif, crackers, garni ou fourré, au fromage","Salty snacks, crackers, garnished or filled with cheese",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38402,"Biscuit apéritif, crackers, nature","Salty snacks, crackers, plain",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38403,"Biscuit apéritif, crackers, nature, allégé en matière grasse","Salty snacks, crackers, reduced fat",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38404,"Biscuit apéritif soufflé, à base de maïs, à la cacahuète","Puffed salty snacks, made from maize/corn, with peanuts",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38405,"Biscuit apéritif à base de pomme de terre, type tuile salée","Salty snacks, made from potato",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38406,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",Coated peanuts,,mapped,0.1011,-0.0044,-0.112,-0.0612,-0.3387,0.0567,-1.3302,0.119,-0.0886,-0.0901,-0.0184,6.0615,-0.161,16.7722,1.2132,0.104,0.4141,-0.0909,-0.2014
38407,Biscuit apéritif feuilleté,"Salty snacks, puff pastry",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38408,"Crêpe dentelle (pour apéritif) au fromage, préemballée","Salted crispy crepe with cheese, prepacked",,mapped,-0.4852,-0.0904,0.0094,-0.3263,-2.4645,2.5382,9.7246,4.6724,-0.2246,-0.4496,0.929,6.1303,-0.1908,12.7117,1.0868,-0.271,0.1043,-0.3223,-0.175
38500,"Croûton à l'ail aux fines herbes ou aux oignons, préemballé","Crouton with garlic, herbs or onions, prepacked",,mapped,0.2237,-0.109,-0.0338,-0.0843,-0.2145,0.2054,-3.1749,0.0881,-0.1194,-0.1348,0.307,3.1422,0.0083,1.5309,1.3152,-0.0589,-0.0409,0.1211,-0.0255
39001,"Milk-shake, provenant de fast food","Milkshake, from fast foods restaurant",,mapped,-0.0217,-0.035,-0.0082,-0.0639,-0.6863,0.7802,5.5098,0.3193,0.0128,-0.0169,0.0258,5.0554,-0.1578,5.1756,1.1343,-0.0675,0.031,-0.0257,-0.0189
39200,"Crème dessert au chocolat, rayon frais","Custard dessert, chocolate, refrigerated",,mapped,-0.0002,-0.1208,-0.0982,-0.0102,-0.1142,0.8445,-9.6175,-0.1163,-0.0818,0.001,-0.0175,4.7405,0.2298,7.8448,0.6437,-0.0344,0.081,-0.1142,-0.003
39206,"Mousse au chocolat (base laitière), rayon frais","Chocolate mousse (milk-based), refrigerated",,mapped,0.0134,-0.0649,-0.0255,-0.3096,-0.858,0.3925,-12.0096,1.1591,-0.3986,-0.2335,-0.0536,3.1853,-0.1675,5.3601,0.2884,-0.1467,0.3853,-0.3231,-0.0243
39209,"Crème caramel, rayon frais","Custard cream with caramel sauce, refrigerated",,mapped,-0.2493,-0.012,-0.0632,-0.1787,-0.7359,0.8482,1.9375,0.6176,-0.1396,-0.1385,0.1617,4.1159,-0.3147,6.999,0.8661,-0.0841,0.1025,0.2593,-0.4813
39210,"Mousse au chocolat traditionnelle, rayon frais","Mousse, chocolate, refrigerated",,mapped,-0.0419,-0.1496,0.0308,-0.282,-0.9544,0.2983,-11.9861,0.9986,0.1046,-0.254,0.1213,3.3367,-0.0049,5.5857,0.3096,-0.1505,0.3929,-0.0079,-0.0273
39211,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais","Custard cream with eggs (a small jar of chocolate or vanilla cream or other flavour), refrigerated",,mapped,-0.1268,-0.1455,0.0092,-0.049,-0.9017,0.8078,-7.0301,0.7034,-0.0569,-0.3448,0.1073,4.1766,-0.0908,5.3637,0.5595,-0.151,0.0444,0.0506,-0.1933
39212,"Riz au lait, rayon frais","Rice pudding, refrigerated",,mapped,0.0873,-0.0643,-0.0166,-0.0785,-0.7908,0.0332,-0.2681,0.3458,0.0556,-0.1159,0.0638,4.1804,-0.1503,-4.9863,1.0813,-0.1028,0.0451,0.1291,-0.1403
39213,"Crème brûlée, rayon frais","Caramelized custard cream (crème brûlée), refrigerated",,mapped,0.0245,-0.0462,-0.0497,-0.1557,-0.6678,-9.663,0.9495,0.4481,-0.26,-0.1268,0.0475,2.6586,-0.2241,4.0003,0.9264,-0.1309,0.0921,-0.3013,0.0598
39214,"Crème dessert à la vanille, appertisée","Custard dessert, vanilla, canned",,mapped,-0.2211,-0.1384,-0.1016,-0.1779,-0.2612,0.6237,2.5358,0.238,0.1186,-0.0349,-0.0576,5.3307,-0.092,7.3342,0.856,-0.1078,-0.0397,-0.4767,0.3529
39215,"Ile flottante, rayon frais","Floating island (meringue poached in milk and served in a light custard cream), refrigerated",,mapped,-0.3222,-0.0333,-0.1036,-0.0239,-0.9345,0.7862,2.4839,0.6453,-0.0791,-0.1131,0.1174,4.2802,-0.248,5.4463,1.0167,-0.0665,0.0603,-0.1462,-0.429
39216,"Clafoutis aux fruits, rayon frais","Fruits batter-pudding, refrigerated",,mapped,0.0821,-0.137,-0.0669,-0.1137,-1.7177,0.6764,21.0661,0.7404,-0.1037,-0.1655,0.1999,1.6462,0.0266,0.8733,0.8423,0.2492,0.4201,-0.0804,-0.2477
39218,"Semoule au lait, rayon frais","Semolina pudding, refrigerated",,mapped,-0.0249,-0.0676,0.007,0.0255,-0.3501,0.8327,1.5178,0.012,-0.0147,-0.0713,-0.018,6.0025,-0.0816,6.0701,0.8019,-0.1323,0.0102,0.0183,-0.0196
39220,Liégeois aux fruits,Fruit liegeois,,mapped,0.0969,-0.1484,0.0336,0.0207,-0.1144,-0.1278,2.7658,0.0475,0.0959,-0.0848,0.0319,3.4506,-0.0852,-6.1463,0.7215,-0.0695,-0.0117,0.3193,-0.0866
39228,"Mousse aux fruits, rayon frais","Fruit mousse, refrigerated",,mapped,0.1163,-0.0428,-0.013,-0.0551,-0.6792,1.276,2.6137,0.4371,-0.0115,-0.0381,-0.001,2.7636,0.2111,-52.5629,1.0809,-0.4954,0.2705,-0.2023,-0.2735
39229,"Crème dessert à la vanille, rayon frais","Custard dessert, vanilla, refrigerated",,mapped,0.2179,-0.0713,-0.0144,0.0161,-0.3722,0.8283,1.5981,0.2302,-0.0805,-0.1128,-0.0109,5.3515,-0.0664,5.6567,0.8024,-0.0067,-0.0291,0.2538,0.3885
39232,"Gâteau de riz, appertisé","Rice pudding, canned",,mapped,-0.085,-0.1057,-0.0738,-0.1003,-0.1239,0.0597,0.6886,0.1225,0.0655,-0.1216,0.0264,4.0417,-0.2219,-4.3073,0.787,-0.0116,0.0352,-0.0182,-0.1034
39234,"Gâteau au chocolat, cœur fondant, rayon frais","Chocolate cake w melting centre, refrigerated",,mapped,-0.0012,-0.1867,-0.1037,0.2203,-0.7766,0.45,-7.9637,0.4307,-0.4598,-0.0973,-0.0167,3.8635,-0.0125,0.7253,0.6251,-0.0083,-0.0807,0.0353,0.0039
39235,"Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais","Mousse (chocolate, coffee, caramel or vanilla) topped with whipped cream, refrigerated",,mapped,-0.0143,-0.112,0.0015,0.0046,-0.6912,0.558,-11.7962,-0.0869,0.0198,0.2088,-0.0078,4.6788,-0.1278,10.3248,0.3683,-0.0559,-0.0275,-0.4194,-0.0108
39236,Pain perdu,French toast,,mapped,0.0323,-0.0913,-0.0101,-0.071,-0.7718,0.8897,-0.1012,0.4044,-0.0155,-0.2532,-0.027,5.2142,-0.322,-6.8235,0.9334,-0.1266,0.0771,0.2117,-0.5343
39246,"Crème dessert au café, rayon frais","Custard dessert, coffee, refrigerated",,mapped,0.2179,-0.0713,-0.0144,0.0161,-0.3722,0.8283,1.5981,0.2302,-0.0805,-0.1128,-0.0109,5.3515,-0.0664,5.6567,0.8024,-0.0067,-0.0291,0.2538,0.3885
39247,"Crème dessert au caramel, rayon frais","Custard dessert, caramel, refrigerated",,mapped,0.2179,-0.0713,-0.0144,0.0161,-0.3722,0.8283,1.5981,0.2302,-0.0805,-0.1128,-0.0109,5.3515,-0.0664,5.6567,0.8024,-0.0067,-0.0291,0.2538,0.3885
39401,Pêche melba,Peach melba (with vanilla ice cream and raspberry sauce),,mapped,-0.1452,-0.006,-0.0035,-0.1079,-0.6803,0.6051,1.1343,-0.2568,-0.0144,-0.0985,-0.0176,7.2413,-0.0505,22.2098,0.8194,-0.0101,0.0061,-0.1133,0.3374
39502,Dessert glacé type mystère ou vacherin,"Frozen dessert, ice cream with meringue, vacherin ice cream or mystery ice cream type",,mapped,-0.0829,-0.0958,-0.0659,-0.1439,-0.6467,0.6241,3.3327,-0.0384,-0.0639,-0.0856,-0.0103,5.7124,-0.208,16.4825,0.8765,-0.0133,0.0995,-0.1304,-0.3516
39503,"Glace ou crème glacée, bâtonnet, enrobé de chocolat","Ice cream on stick, with chocolate coating",,mapped,-0.1716,-0.1161,-0.0644,-0.1419,-0.2307,0.638,2.2739,0.2624,0.061,-0.0457,-0.037,5.6974,-0.151,-0.6366,1.0112,-0.0286,0.1065,-0.2382,-0.4654
39506,"Crème dessert au chocolat, appertisée","Custard dessert, chocolate, canned",,mapped,0.0475,-0.2026,-0.0358,0.0157,-0.6711,0.6336,-9.3369,-0.1182,0.0237,-0.0543,0.0741,4.6963,0.0692,9.433,0.6778,-0.1375,0.0694,0.0357,-0.0049
39509,"Glace ou crème glacée, cône (taille standard)","Ice cream, cone (normal size)",,mapped,-0.2462,0.0097,0.4118,-0.0394,-0.4621,0.817,3.4335,0.1332,0.0247,-0.0627,-0.0053,5.8308,-0.1478,24.2103,0.7655,-0.0066,-0.0094,-0.3194,0.0067
39512,"Dessert glacé, type sundae","Frozen dessert, Sundae ice cream type",,mapped,-0.035,-0.1271,0.0116,-0.0995,-0.2925,0.7634,1.5041,0.075,0.0021,-0.1793,-0.0031,5.6194,-0.1813,2.1901,0.8183,-0.0309,-0.027,-0.0136,-0.3069
39515,"Glace ou crème glacée, en bac","Ice cream, in box",,mapped,0.0316,0.0334,0.0051,-0.1819,-0.7451,0.88,4.5828,0.0335,-0.0744,-0.1437,-0.0248,4.6812,-0.2147,-0.5591,0.8872,-0.1197,0.0492,0.0768,0.3194
39516,"Dessert glacé feuilleté, à partager","Frozen dessert, puff pastry, to share",,mapped,-0.0829,-0.0958,-0.0659,-0.1439,-0.6467,0.6241,3.3327,-0.0384,-0.0639,-0.0856,-0.0103,5.7124,-0.208,16.4825,0.8765,-0.0133,0.0995,-0.1304,-0.3516
39517,Glace au yaourt,Frozen yogurt,,mapped,0.0316,0.0334,0.0051,-0.1819,-0.7451,0.88,4.5828,0.0335,-0.0744,-0.1437,-0.0248,4.6812,-0.2147,-0.5591,0.8872,-0.1197,0.0492,0.0768,0.3194
39518,Omelette norvégienne,baked Alaska,,mapped,-0.0829,-0.0958,-0.0659,-0.1439,-0.6467,0.6241,3.3327,-0.0384,-0.0639,-0.0856,-0.0103,5.7124,-0.208,16.4825,0.8765,-0.0133,0.0995,-0.1304,-0.3516
39519,Poire belle Hélène,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),,mapped,-0.0829,-0.0958,-0.0659,-0.1439,-0.6467,0.6241,3.3327,-0.0384,-0.0639,-0.0856,-0.0103,5.7124,-0.208,16.4825,0.8765,-0.0133,0.0995,-0.1304,-0.3516
39520,"Glace ou crème glacée, gourmande, en bac","Ice cream, luxury, in box",,mapped,0.0316,0.0334,0.0051,-0.1819,-0.7451,0.88,4.5828,0.0335,-0.0744,-0.1437,-0.0248,4.6812,-0.2147,-0.5591,0.8872,-0.1197,0.0492,0.0768,0.3194
39521,"Glace ou crème glacée, gourmande, en pot","Ice cream, luxury, in cup",,mapped,-0.035,-0.1271,0.0116,-0.0995,-0.2925,0.7634,1.5041,0.075,0.0021,-0.1793,-0.0031,5.6194,-0.1813,2.1901,0.8183,-0.0309,-0.027,-0.0136,-0.3069
39522,"Glace ou crème glacée, mini cône","Ice cream, cone, mini",,mapped,-0.2462,0.0097,0.4118,-0.0394,-0.4621,0.817,3.4335,0.1332,0.0247,-0.0627,-0.0053,5.8308,-0.1478,24.2103,0.7655,-0.0066,-0.0094,-0.3194,0.0067
39523,"Glace ou crème glacée, pot individuel","Ice cream, in individual cup",,mapped,-0.035,-0.1271,0.0116,-0.0995,-0.2925,0.7634,1.5041,0.075,0.0021,-0.1793,-0.0031,5.6194,-0.1813,2.1901,0.8183,-0.0309,-0.027,-0.0136,-0.3069
