code,name,mapped_to,type,resolution,climate,ozone,radiation,photo_ox,pm,ht_nc,ht_c,acid,e_fw,e_m,e_t,ecotox,land,water,energy,mater,cc_bio,cc_fos,cc_luc
1,Jus de betterave,"Beetroot juice, pure juice",,mapped,-0.0429,0.0853,0.0258,-0.0338,-1.1513,1.155,-0.3662,-0.0652,-0.2246,-0.2478,0.1967,4.9325,-0.0396,7.3872,0.7169,-0.1118,-0.0143,-0.0177,0.0
1000,Pastis,Pastis (anise-flavoured spirit),,mapped,-0.0526,-0.0822,-0.0657,-0.0174,-1.4107,0.7325,-11.1351,10.8042,-0.2433,-0.3408,22.9343,9.1273,-1.1552,-48.7056,-0.457,-0.0252,0.0544,0.2012,0.0016
10001,"Calmar ou calamar ou encornet, cru","Squid, raw",,mapped,0.0152,0.1459,0.0067,0.1489,0.3282,0.7566,-1.4917,0.0585,0.0279,-0.1334,-0.0861,14.5507,0.0331,-17.3502,0.7799,-0.1923,0.1054,0.0748,-0.0763
10002,"Calmar ou Calamar ou encornet, à la romaine (beignet)","Squid fritter, Roman-style",,mapped,-0.0216,0.0903,0.114,-0.2932,0.2246,0.7002,-1.6361,0.2034,-0.0172,-0.1054,-0.0241,15.5459,-0.0121,14.5384,0.8515,-0.0694,-0.0503,-0.0,0.0767
10003,"Coquille Saint-Jacques, noix et corail, crue","Scallop, with coral, raw",,mapped,-0.0334,-0.1067,-0.0085,-0.1501,0.0845,0.9364,-2.7994,0.1418,-0.1285,0.0298,-0.0286,10.2304,0.0762,-3.6016,0.5052,-0.0279,-0.0291,0.0265,-0.1369
10004,"Coquille Saint-Jacques, noix et corail, cuite","Scallop, with coral, cooked",,mapped,-0.0016,0.0793,-0.0619,0.0435,-0.0081,0.8759,-2.7485,0.1078,-0.1385,-0.0514,-0.0086,10.1523,0.0582,0.6861,0.5792,0.0259,0.2432,-0.3828,-0.0511
10007,"Crevette, cuite","Shrimp or prawn, cooked",,mapped,-3.6472,-0.0087,0.0963,-0.012,-0.0211,2.2578,-2.5887,-0.0335,0.4115,0.2448,-0.0248,9.4531,-0.0585,-97.377,0.8364,-0.1115,0.0842,-3.8758,0.357
10009,"Homard, bouilli/cuit à l'eau","Lobster, boiled/cooked in water",,mapped,-0.115,-0.0596,-0.0749,-0.0349,0.1186,0.7018,-1.3108,0.1062,-0.0443,-0.1916,0.1426,19.9249,-0.0211,33.4543,0.7599,-0.0018,0.0658,-0.1152,-0.2564
1001,Eau de vie,Clear fruit brandy or eau-de-vie,,mapped,0.2009,-0.0583,-0.0022,0.0278,-0.959,1.0976,-11.3345,10.9584,-0.1247,-0.2822,23.3401,9.4528,-0.8684,-49.1906,-0.6154,-0.0438,-0.0335,-0.3426,-0.2276
10011,"Huître, sans précision, crue","Oyster, raw",,mapped,-0.0209,0.3377,0.0309,-0.1348,-0.217,1.4196,-5.7078,0.1894,-0.0385,-0.299,0.0838,15.1725,0.1413,-11.0884,0.9054,-0.146,-0.0214,-0.0203,-0.0169
10013,"Moule, bouillie/cuite à l'eau","Mussel, boiled/cooked in water",,mapped,0.0319,0.0125,0.1942,-0.0377,0.1345,1.3577,-7.2175,0.4036,-0.0332,0.0676,0.4799,14.8511,-0.0171,-3.9393,1.3556,-0.0045,-0.2882,0.0034,0.0204
10014,"Moule commune, crue","Mussel, common, raw",,mapped,-0.0209,0.3377,0.0309,-0.1348,-0.217,1.4196,-5.7078,0.1894,-0.0385,-0.299,0.0838,15.1725,0.1413,-11.0884,0.9054,-0.146,-0.0214,-0.0203,-0.0169
1002,Gin,Gin,,mapped,-0.0526,-0.0822,-0.0657,-0.0174,-1.4107,0.7325,-11.1351,10.8042,-0.2433,-0.3408,22.9343,9.1273,-1.1552,-48.7056,-0.457,-0.0252,0.0544,0.2012,0.0016
10021,"Crevette, crue","Shrimp or prawn, raw",,mapped,-4.0581,0.0234,-0.0606,0.0219,-0.429,2.3425,-2.0304,0.3053,0.0132,0.2496,0.1806,9.3003,-0.137,-97.5818,0.9219,0.0383,0.0824,-3.9755,-0.0787
10023,Beignet de crevette,Shrimp fritters,,mapped,-3.4178,-0.1356,-0.0973,-0.035,-0.4247,2.1275,-1.9291,0.2166,0.0242,-0.0865,-0.1116,8.8244,-0.193,-97.0797,1.1774,0.0592,0.2655,-3.7351,-0.158
10024,"Langoustine, crue","Norway lobster, raw",,mapped,-0.0114,0.1275,-0.0437,-0.0843,-0.0043,0.831,-1.2602,-0.0082,0.03,0.2909,-0.2642,19.8034,0.019,24.9775,0.711,-0.019,-0.0125,-0.0312,-0.3534
10025,"Crabe ou Tourteau, bouilli/cuit à l'eau","Crab, boiled/cooked in water",,mapped,-0.1112,0.0977,-0.0771,-0.059,0.0123,0.9806,-1.0941,0.0545,-0.053,-0.3321,0.1662,23.4368,0.0444,44.9349,0.8128,0.3809,-0.2203,0.0929,-0.1212
10026,"Moule de Méditerranée, crue","Mediterranean mussel, raw",,mapped,-0.0209,0.3377,0.0309,-0.1348,-0.217,1.4196,-5.7078,0.1894,-0.0385,-0.299,0.0838,15.1725,0.1413,-11.0884,0.9054,-0.146,-0.0214,-0.0203,-0.0169
10028,"Moule, appertisée, égouttée","Mussel, canned, drained",,mapped,-0.0099,0.0163,0.0523,-0.0154,-0.589,1.5075,-1.7037,1.847,0.0735,-0.2666,2.862,12.8608,-0.1478,-6.1448,0.1738,0.0558,0.0446,-0.025,-0.0874
1003,Liqueur,Liqueur,,mapped,0.2241,-0.042,0.0224,0.0043,-0.9704,1.511,0.3231,2.866,0.0779,0.0608,3.3581,3.0991,-0.2404,-56.7017,-0.7062,0.0473,-0.0531,0.1814,0.0417
10035,"Huître creuse, crue","Pacific oyster, raw",,mapped,-0.0209,0.3377,0.0309,-0.1348,-0.217,1.4196,-5.7078,0.1894,-0.0385,-0.299,0.0838,15.1725,0.1413,-11.0884,0.9054,-0.146,-0.0214,-0.0203,-0.0169
10036,"Huître plate, crue","European oyster, raw",,mapped,-0.0209,0.3377,0.0309,-0.1348,-0.217,1.4196,-5.7078,0.1894,-0.0385,-0.299,0.0838,15.1725,0.1413,-11.0884,0.9054,-0.146,-0.0214,-0.0203,-0.0169
10037,"Calmar ou calamar ou encornet, bouilli/cuit à l'eau","Squid, boiled/cooked in water",,mapped,0.0166,-0.0171,0.0769,-0.2766,-0.3389,0.82,-1.8129,-0.1012,-0.1325,0.0163,-0.0516,15.3667,-0.0327,-15.7306,0.8288,-0.1826,-0.0292,0.0288,-0.0798
10038,"Crevette, surgelée, crue","Shrimp, frozen, raw",,mapped,-3.9846,-0.1787,0.2491,-0.0351,-0.3578,2.2081,-2.201,-0.0432,-0.0547,0.3572,0.0823,9.2189,0.09,-97.6424,0.993,0.0578,0.0265,-4.3959,-0.0351
1004,Rhum,Rum,,mapped,-0.0526,-0.0822,-0.0657,-0.0174,-1.4107,0.7325,-11.1351,10.8042,-0.2433,-0.3408,22.9343,9.1273,-1.1552,-48.7056,-0.457,-0.0252,0.0544,0.2012,0.0016
10042,"Escargot en sauce au beurre persillé, cuit","Snail in parsley butter, cooked",,mapped,-0.1005,-0.1799,0.1038,-0.121,-0.6025,0.6316,9.3443,0.1565,-0.0968,-0.2997,0.187,7.0091,-0.3428,-6.1657,0.6764,-0.0505,0.0076,0.0709,0.0435
10045,"Coquille Saint-Jacques, noix, crue","Scallop, without coral, raw",,mapped,-0.0334,-0.1067,-0.0085,-0.1501,0.0845,0.9364,-2.7994,0.1418,-0.1285,0.0298,-0.0286,10.2304,0.0762,-3.6016,0.5052,-0.0279,-0.0291,0.0265,-0.1369
10048,"Pecten d'Amérique ou Peigne du canada, noix, crue","American or Canadian sea scallop, without coral, raw",,mapped,-0.0334,-0.1067,-0.0085,-0.1501,0.0845,0.9364,-2.7994,0.1418,-0.1285,0.0298,-0.0286,10.2304,0.0762,-3.6016,0.5052,-0.0279,-0.0291,0.0265,-0.1369
10049,"Pétoncle ou Peigne du Pérou, noix, crue","Peru sea scallop, without coral, raw",,mapped,-0.0334,-0.1067,-0.0085,-0.1501,0.0845,0.9364,-2.7994,0.1418,-0.1285,0.0298,-0.0286,10.2304,0.0762,-3.6016,0.5052,-0.0279,-0.0291,0.0265,-0.1369
1005,Whisky,Whisky,,mapped,-0.0526,-0.0822,-0.0657,-0.0174,-1.4107,0.7325,-11.1351,10.8042,-0.2433,-0.3408,22.9343,9.1273,-1.1552,-48.7056,-0.457,-0.0252,0.0544,0.2012,0.0016
10059,"Crevette rose, crue","deep water pink shrimp, raw",,mapped,-4.0581,0.0234,-0.0606,0.0219,-0.429,2.3425,-2.0304,0.3053,0.0132,0.2496,0.1806,9.3003,-0.137,-97.5818,0.9219,0.0383,0.0824,-3.9755,-0.0787
1006,Vin doux,"Wine, white, sweet",,mapped,0.2155,0.0328,-0.0279,-0.0104,-2.9552,0.672,8.1066,15.3934,0.1433,0.0406,14.9836,30.778,-0.2037,-39.7284,-0.8016,-0.0522,0.1065,0.2319,-0.0329
1007,Apéritif à base de vin ou vermouth,Wine-based aperitif,,mapped,0.2425,-0.0717,-0.0321,-0.0038,-2.4629,0.3778,7.0459,12.2213,-0.0563,-0.0011,12.2025,25.9572,-0.2053,-16.0164,-0.8491,-0.0522,0.3604,0.317,0.2974
1008,Vodka,Vodka,,mapped,-0.0526,-0.0822,-0.0657,-0.0174,-1.4107,0.7325,-11.1351,10.8042,-0.2433,-0.3408,22.9343,9.1273,-1.1552,-48.7056,-0.457,-0.0252,0.0544,0.2012,0.0016
10081,"Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée","Mussels, in Catalan-style sauce or marinade (tomatoes), canned, drained",,mapped,-0.0029,-0.0163,-0.2366,0.0779,-0.9387,1.8094,-3.6501,2.6213,-0.0981,0.101,3.4094,9.1303,-0.1586,-9.6779,0.0103,0.0084,-0.0219,-0.1217,-0.1634
10082,Moules marinières (oignons et vin blanc),"Mussels, in a shallot and white wine broth",,mapped,-0.1496,-0.1153,-0.054,-0.1789,-0.3766,1.4656,-6.243,0.1592,-0.0957,0.3605,0.2681,10.0615,0.0687,10.9188,0.7601,-0.1958,-0.0133,0.0484,0.0024
10083,"Moules farcies (matière grasse, persillade…), crues","Mussels, filled (fat, parsley and garlic…)",,mapped,-0.1496,-0.1153,-0.054,-0.1789,-0.3766,1.4656,-6.243,0.1592,-0.0957,0.3605,0.2681,10.0615,0.0687,10.9188,0.7601,-0.1958,-0.0133,0.0484,0.0024
10084,"Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse","Squid, fried or pan-fried with fat",,mapped,0.0598,-0.2417,0.0058,0.3724,0.3402,0.9674,-1.6291,-0.1274,0.1335,0.088,-0.0228,15.0521,0.2594,-14.981,0.8032,-0.0336,0.0831,0.0147,-0.0319
1012,Cocktail à base de rhum,Rum-based cocktail,,mapped,-0.292,0.0397,0.1086,0.0706,-2.0094,4.0987,-3.2818,8.3661,-0.1782,-0.2427,13.8669,4.1143,-0.5726,-17.794,-1.1051,-0.0157,0.0438,-0.3569,0.0
1013,Cocktail à base de whisky,Whiskey-based cocktail,,mapped,0.4106,-0.0552,0.1284,-0.0787,-1.895,0.7803,-9.3214,12.9614,-0.0843,0.3015,28.1368,8.6012,-1.456,-63.5647,-1.4137,0.0672,-0.0907,-0.089,0.0
1014,Alcool pur,Pure alcohol,,mapped,-0.0526,-0.0822,-0.0657,-0.0174,-1.4107,0.7325,-11.1351,10.8042,-0.2433,-0.3408,22.9343,9.1273,-1.1552,-48.7056,-0.457,-0.0252,0.0544,0.2012,0.0016
1015,Marsala,Marsala wine,,mapped,0.3293,-0.0637,0.0345,0.0513,-3.2164,-0.0908,8.0861,15.9475,0.1816,0.0003,16.6488,28.6498,-0.1417,-49.2948,-0.9971,-0.0836,0.2173,0.3874,-0.0115
1017,Sangria,Sangria,,mapped,0.3315,0.0023,-0.071,-0.0004,-2.4424,-0.412,4.8775,10.3692,-0.2002,-0.0766,12.2023,18.2002,-0.2537,-3.3704,-0.8057,-0.0367,-0.0273,0.1437,0.0
1018,Kir (au vin blanc),Kir (Cocktail of white wine with red fruit liqueur),,mapped,-0.0792,0.0308,0.0726,-0.0192,-2.5966,0.1702,6.4237,11.7143,0.1364,0.0382,11.513,25.8792,-0.5715,-23.57,-0.6229,-0.0948,0.1408,-0.3209,0.0908
1019,Kir royal (au champagne),Champagne kir (Cocktail of champagne with red fruit liqueur),,mapped,0.1044,-0.0038,-0.1006,-0.0556,-2.4784,-0.1555,6.3341,11.3881,0.0513,0.0427,11.0124,25.7423,-0.2792,-21.4406,-0.6014,-0.3509,0.176,-0.1397,0.0313
1021,Crème de cassis,Blackcurrant liqueur,,mapped,-0.128,-0.0248,0.0926,0.0324,-1.7141,-1.7942,1.424,5.8574,-0.1009,-0.0736,6.7846,13.8847,-0.3106,-1.0299,-0.0302,-0.1721,0.2683,0.0859,-0.1857
1022,"Cocktail type punch, 16% alcool","Cocktail, punch type, 16% alcohol",,mapped,0.1437,0.0343,0.1059,0.0193,-1.77,-16.7803,-2.2034,7.9549,-0.3056,-0.0367,12.9248,2.1626,-0.8526,-15.8268,-1.3014,-0.0525,0.4118,-0.0805,0.1632
1023,"Eau de vie de vin, type armagnac, cognac","Spirit made from wine, armagnac or cognac type",,mapped,-0.0526,-0.0822,-0.0657,-0.0174,-1.4107,0.7325,-11.1351,10.8042,-0.2433,-0.3408,22.9343,9.1273,-1.1552,-48.7056,-0.457,-0.0252,0.0544,0.2012,0.0016
1026,Saké ou Alcool de riz,Sake or rice wine,,mapped,-0.0526,-0.0822,-0.0657,-0.0174,-1.4107,0.7325,-11.1351,10.8042,-0.2433,-0.3408,22.9343,9.1273,-1.1552,-48.7056,-0.457,-0.0252,0.0544,0.2012,0.0016
1027,"Spécialité végétale type fromage à tartiner, au soja, préemballée","Plant-based spread-cheese type, with soybean, prepacked",,mapped,0.0136,-0.2112,-0.3658,-0.1921,-0.784,-0.4979,-3.0598,1.0363,-0.5387,-0.4671,0.213,5.4875,-0.7164,-5.7806,1.4108,-0.266,-0.0057,-0.2966,-0.787
1029_1,"Spécialité végétale type fromage en tranche, sans soja, préemballée","Plant-based cheese, without soybean, prepacked, sliced",,mapped,-0.1448,-0.0435,-0.3314,-0.2512,0.1168,-0.2902,-4.218,-0.0511,-0.135,-0.2777,0.0401,4.0326,-0.2634,2.7209,1.1842,-0.1046,-0.0747,-0.0379,0.0957
1029_2,"Spécialité végétale type fromage râpé, sans soja, préemballée","Plant-based cheese, without soybean, prepacked, shredded",,mapped,-0.1415,-0.0398,-0.331,-0.2445,0.1201,-0.2771,-4.2133,-0.0477,-0.1107,-0.2747,0.0443,4.0356,-0.263,2.7239,1.1861,-0.1035,-0.0744,-0.0343,0.0957
1030,"Spécialité végétale type jambon cuit, préemballée","Plant-based ham, prepacked",,mapped,-0.1871,0.0834,-0.1502,-0.1784,-1.874,2.6196,3.9352,2.0844,-0.1043,-0.2617,0.194,8.2238,-0.6366,2.906,0.9642,-0.143,0.0023,0.0396,-0.4693
1031,"Spécialité végétale type pâté, préemballée","Plant-based pate, prepacked",,mapped,0.1015,0.0222,-0.0283,0.3925,-1.1686,0.9178,-1.4273,2.859,0.0214,-0.2922,3.9732,5.0691,0.011,-70.0029,-0.538,-0.1013,-0.0575,-0.1384,-0.052
11000,"Ail, cru","Garlic, fresh",,mapped,0.0123,-0.0928,-0.0915,-0.2771,-3.0662,6.3006,7.614,0.2295,-0.0709,-0.0277,0.1662,14.2734,0.0046,-0.3771,0.6828,-0.1916,-0.0577,-0.1091,0.0
11002,"Cerfeuil, frais","Chervil, fresh",,mapped,0.0033,-0.0616,-0.0097,-0.0703,-0.0242,0.8389,-6.5336,0.1315,0.2903,0.0232,0.0923,11.4576,0.0587,12.1493,1.5151,-0.0021,0.0002,0.0165,-0.1064
11003,"Ciboule ou Ciboulette, fraîche","Chive or spring onion, fresh",,mapped,0.0668,-0.1942,-0.0208,0.1062,-2.2787,5.7403,4.0021,0.0729,-0.0479,0.1454,0.1028,16.292,0.264,-2.2151,1.2642,-0.0637,0.0049,-0.0312,0.0
11005,"Curry, poudre","Curry, powder",,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11006,"Gingembre, poudre","Ginger, powder",,mapped,0.1543,-0.1052,0.003,0.0062,-2.2331,0.3283,-6.2716,6.4641,0.1005,-0.017,10.6519,7.3977,-1.2066,-12.3898,-1.1558,-0.1196,0.3286,-0.1333,0.3246
11007,"Gélatine, sèche","Gelatine, dried",,mapped,-0.3964,-0.3892,-0.1812,-0.3569,-1.1856,-1.9111,6.8853,0.8079,-0.3569,-0.6819,0.0708,1.4288,-1.0981,-0.1998,0.8069,-0.4585,0.2812,-0.7154,-0.5119
11008,Ketchup,Ketchup,,mapped,-0.4073,0.0505,-0.0526,-0.1006,-0.6956,1.319,-2.8274,1.3821,0.0539,0.067,0.5712,15.8733,0.1602,10.161,1.0823,0.1671,0.1908,0.0793,0.0342
11013,Moutarde,Mustard,,mapped,0.1462,-0.0372,0.0352,0.015,-0.6951,0.3881,-4.2067,2.801,0.0819,-0.399,3.3653,8.799,0.0547,-46.1141,-0.8824,-0.0243,-0.4595,-0.1237,-0.0672
11014,"Persil, frais","Parsley, fresh",,mapped,0.2946,-0.1799,-0.01,-0.0415,-1.9753,0.1749,11.5938,0.2412,-0.1088,0.24,0.0665,10.6775,0.2947,-6.0084,1.8704,-0.0599,0.1803,0.4605,-0.1782
11015,"Poivre noir, poudre","Black pepper, powder",,mapped,0.01,0.0983,-0.0155,-0.0542,-6.7385,1.0356,-12.2721,47.7144,0.1765,-0.2817,7.2054,10.5776,0.0229,63.6852,0.2828,0.0348,-0.2009,0.0384,0.3798
11016,"Raifort, cru","Horseradish, fresh",,mapped,-0.0103,-0.0704,-0.2022,0.2056,-1.2778,27.314,9.8201,0.2008,-0.0847,0.1343,0.128,2.122,0.1025,-3.512,1.5073,0.1331,0.0752,0.0311,0.0
11017,"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)","Salt, white, for human consumption (sea, igneous or rock), no enrichment",,mapped,0.0504,-0.613,-0.0101,0.1775,-0.069,1.1646,-8.4129,1.4676,0.0166,-0.05,0.8335,9.9122,-0.2809,14.7284,0.9724,-0.19,0.1196,0.0234,-0.1883
11018,Vinaigre,Vinegar,,mapped,-0.0171,-0.0724,0.0775,0.0864,-2.9088,0.566,8.314,15.5465,0.1609,-0.0436,13.248,32.1726,-0.0749,-37.0498,-0.8242,-0.0751,0.6041,-0.0266,-0.3207
11019,"Poivre blanc, poudre","White pepper, powder",,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11021,Moutarde à l'ancienne,"Mustard, with grains",,mapped,0.1462,-0.0372,0.0352,0.015,-0.6951,0.3881,-4.2067,2.801,0.0819,-0.399,3.3653,8.799,0.0547,-46.1141,-0.8824,-0.0243,-0.4595,-0.1237,-0.0672
11023,"Ail séché, poudre","Garlic, powder, dried",,mapped,0.0345,-0.1059,0.127,-0.0767,-3.3424,3.1566,-2.265,12.2462,-0.1328,-0.1184,25.3217,8.3023,-1.1544,-27.794,-1.2483,-0.024,-0.0415,0.2427,-0.0508
11024,"Persil, séché","Parsley, dried",,mapped,0.0121,-0.0027,0.0588,0.104,-3.0482,0.2365,12.3275,1.3825,-0.2327,-0.05,1.4619,7.4115,-0.0145,-7.7521,0.1848,-0.3088,-0.2176,-0.0479,0.021
11025,"Cannelle, poudre","Cinnamon, powder",,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11026,"Coriandre, graine","Coriander, seed",,mapped,0.1445,0.2019,0.0114,0.0066,-2.0518,0.5862,-6.1145,8.8553,-0.0182,0.002,17.0109,4.8083,-1.3264,3.2429,-1.2343,0.0115,0.0777,0.0564,0.0104
11027,"Menthe, fraîche","Mint, fresh",,mapped,-0.0198,-0.0695,-0.0661,0.2052,0.0036,1.0643,-6.8351,0.019,-0.2846,-0.0128,-0.0575,11.8602,-0.0504,12.137,1.4027,0.126,-0.1599,0.0161,-0.0784
11032,"Basilic, séché","Basil, dried",,mapped,-0.1766,0.1299,0.0912,-0.2671,-0.9575,0.4935,-5.8595,3.0228,0.0552,0.2097,3.3658,7.4887,-0.5178,11.6554,-0.9654,0.3473,-0.0202,-0.1637,0.1452
11033,"Basilic, frais","Basil, fresh",,mapped,0.0033,-0.0616,-0.0097,-0.0703,-0.0242,0.8389,-6.5336,0.1315,0.2903,0.0232,0.0923,11.4576,0.0587,12.1493,1.5151,-0.0021,0.0002,0.0165,-0.1064
11034,"Marjolaine, séchée","Marjoram, dried",,mapped,-0.1766,0.1299,0.0912,-0.2671,-0.9575,0.4935,-5.8595,3.0228,0.0552,0.2097,3.3658,7.4887,-0.5178,11.6554,-0.9654,0.3473,-0.0202,-0.1637,0.1452
11035,"Origan, séché","Oregano, dried",,mapped,-0.1766,0.1299,0.0912,-0.2671,-0.9575,0.4935,-5.8595,3.0228,0.0552,0.2097,3.3658,7.4887,-0.5178,11.6554,-0.9654,0.3473,-0.0202,-0.1637,0.1452
11036,"Romarin, séché","Rosemary, dried",,mapped,-0.1766,0.1299,0.0912,-0.2671,-0.9575,0.4935,-5.8595,3.0228,0.0552,0.2097,3.3658,7.4887,-0.5178,11.6554,-0.9654,0.3473,-0.0202,-0.1637,0.1452
11037,"Sauge, séchée","Sage, dried",,mapped,-0.1766,0.1299,0.0912,-0.2671,-0.9575,0.4935,-5.8595,3.0228,0.0552,0.2097,3.3658,7.4887,-0.5178,11.6554,-0.9654,0.3473,-0.0202,-0.1637,0.1452
11038,"Thym, séché","Thyme, dried",,mapped,-0.1766,0.1299,0.0912,-0.2671,-0.9575,0.4935,-5.8595,3.0228,0.0552,0.2097,3.3658,7.4887,-0.5178,11.6554,-0.9654,0.3473,-0.0202,-0.1637,0.1452
11039,Safran,Saffron,,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11042,"Cumin, graine","Cumin, seed",,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11043,Tapenade,"Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice",,mapped,-0.2014,0.1867,-0.0148,-0.4587,-0.794,0.4189,-3.741,3.2181,-0.1077,0.044,3.9247,4.361,0.033,-0.8879,-0.38,0.0859,0.0913,-0.1288,-0.0379
11044,Sel au céleri,Celery salt,,mapped,0.0504,-0.613,-0.0101,0.1775,-0.069,1.1646,-8.4129,1.4676,0.0166,-0.05,0.8335,9.9122,-0.2809,14.7284,0.9724,-0.19,0.1196,0.0234,-0.1883
11046,Levure chimique ou Poudre à lever,Baking powder or raising agent,,mapped,0.018,-0.2803,-0.0006,0.003,-0.2251,0.5871,-3.8357,-0.0444,-0.1424,-0.1262,-0.0532,8.7427,0.0237,12.2243,1.2441,-0.0573,0.0681,0.0212,0.0364
11048,Noix de muscade,Nutmeg,,mapped,0.0965,-0.0867,0.1076,0.014,-2.2937,0.6721,-5.8853,6.6222,-0.0614,0.0648,12.8451,4.8406,-1.6802,3.2858,-1.1628,-0.0352,0.1232,0.0094,0.0519
11049,Paprika,Paprika,,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11051,"Sauce tartare, préemballée","Tartare sauce, prepacked",,mapped,0.0418,0.0348,0.3902,0.0115,-0.1225,0.6413,2.2109,0.1465,-0.1746,-0.1359,-0.0016,7.9139,-0.1006,24.5968,0.7843,0.1162,0.0488,0.2071,-0.0521
11052,Clou de girofle,Cloves,,mapped,0.0215,0.0483,0.0347,0.1404,-6.7343,1.0347,-12.3692,47.7666,0.0724,-0.2329,7.1,10.6876,-0.0764,63.892,0.3754,-0.0752,-0.2999,-0.0558,0.2869
11053,"Laurier, feuille","Bay, leaves",,mapped,-0.1624,-0.0079,0.0492,-0.0661,-2.4583,0.8016,-6.8705,8.1568,0.0416,0.0677,12.3811,7.6744,-0.6811,6.6298,-1.3982,-0.0253,-0.2205,-0.1051,-0.0204
11054,Mayonnaise (70% MG min.),Mayonnaise (70% fat and more),,mapped,-0.1432,-0.0462,-0.0592,-0.339,-1.4983,0.4634,9.7192,6.4976,-0.1122,-0.298,1.6897,5.706,-0.0121,4.7507,1.1071,0.0013,0.3464,-0.0708,-0.3353
11056,Quatre épices,Mix of 4 spices,,mapped,0.0515,0.0433,-0.0682,-0.109,-6.3453,1.0294,-11.2074,42.9281,-0.0442,-0.1712,7.3858,9.3887,-0.0261,47.2132,0.0421,0.1159,-0.0315,-0.095,-0.1211
11058,"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)","Salt, white, for human consumption (sea, igneous or rock), iodine added, no other enrichment",,mapped,0.0504,-0.613,-0.0101,0.1775,-0.069,1.1646,-8.4129,1.4676,0.0166,-0.05,0.8335,9.9122,-0.2809,14.7284,0.9724,-0.19,0.1196,0.0234,-0.1883
11060,"Herbes de Provence, séchées","Provence herbs, dried",,mapped,0.1795,0.1918,-0.1506,0.1825,-1.0174,0.5091,-6.088,2.856,-0.0026,-0.1388,3.4161,7.3055,-0.2944,11.6579,-0.7415,0.0368,0.0236,0.1913,0.3378
11061,"Pavot, graine","Poppy, seed",,mapped,-0.0415,-0.107,-0.0135,-0.1007,-0.6541,-2.82,-2.7659,1.5471,0.1155,0.1394,1.7533,6.5857,-0.1032,41.4634,-0.9433,-0.0042,-0.2008,0.0413,-0.0505
11062,"Sarriette, séchée","Savory, dried",,mapped,-0.1766,0.1299,0.0912,-0.2671,-0.9575,0.4935,-5.8595,3.0228,0.0552,0.2097,3.3658,7.4887,-0.5178,11.6554,-0.9654,0.3473,-0.0202,-0.1637,0.1452
11064,"Carvi, graine","Caraway, seed",,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11065,"Vanille, extrait alcoolique","Vanilla, alcoholic extract",,mapped,-0.0776,-0.0183,-0.0359,0.2452,-3.485,0.6727,-5.2163,14.662,-0.1588,0.0889,32.1553,6.9354,-0.0407,-83.8065,-2.5285,-0.1698,-0.3025,0.0355,-0.2315
11066,"Fenouil, graine","Fennel, seed",,mapped,0.1445,0.2019,0.0114,0.0066,-2.0518,0.5862,-6.1145,8.8553,-0.0182,0.002,17.0109,4.8083,-1.3264,3.2429,-1.2343,0.0115,0.0777,0.0564,0.0104
11068,"Romarin, frais","Rosemary, fresh",,mapped,0.0033,-0.0616,-0.0097,-0.0703,-0.0242,0.8389,-6.5336,0.1315,0.2903,0.0232,0.0923,11.4576,0.0587,12.1493,1.5151,-0.0021,0.0002,0.0165,-0.1064
11069,"Sauge, fraîche","Sage, fresh",,mapped,0.0033,-0.0616,-0.0097,-0.0703,-0.0242,0.8389,-6.5336,0.1315,0.2903,0.0232,0.0923,11.4576,0.0587,12.1493,1.5151,-0.0021,0.0002,0.0165,-0.1064
